outcome,arm,cs_post_full,twfe_pretrend_p_full,twfe_pretrend_pass_full,cs_post_matched,sa_post_matched,sa_post_se_matched,sa_pretrend_p_matched,sa_pretrend_pass_matched,n_treated,n_ctrl_full,n_ctrl_matched
n_filers,esg,79.65628828306765,1.6045081023326647e-24,False,31.23060055620909,27.555011586680934,9.366562589804694,0.0010701493155597533,False,334,95035,569
n_filers,sp500,203.286981392339,3.088365899460671e-09,False,172.73400083190916,149.02296395499184,36.056174029339076,2.640116923301685e-16,False,65,94785,370
log_shares,esg,-0.42358083842428434,0.005754244538374067,False,-0.011322690499510004,-0.0038081517014905662,0.08525545170632509,0.026675173084267402,False,334,95035,569
log_shares,sp500,0.44704784047168944,0.004381396431610293,False,0.5798434591075611,0.39581169277751205,0.4407211242549214,3.447138853162254e-06,False,65,94785,370
log_value,esg,-0.5602021918071205,0.04010232900362271,False,-0.09824247209638563,-0.08203990376054059,0.09478898610670464,0.48806374575963873,True,334,95035,569
log_value,sp500,0.3967992627162094,0.000426329211947092,False,0.6322208029598769,0.3832276300917957,0.5574352981802249,5.2666346065499107e-08,False,65,94785,370
