outcome,control_pool,att_esg,se_esg,att_sp500,se_sp500,esg_specific,se,z,p_value,esg_pretrend_pass,sp_pretrend_pass,supported
n_filers,matched_cem,27.555011586680934,9.366562589804694,149.02296395499184,36.056174029339076,-121.4679523683109,37.252921769744646,-3.2606288741347096,0.0011116543682570116,False,False,False
log_shares,matched_cem,-0.0038081517014905662,0.08525545170632509,0.39581169277751205,0.4407211242549214,-0.3996198444790026,0.4488915252153591,-0.8902369994338432,0.37333864151137297,False,False,False
