target,outcome,estimate,se,delta_pre,breakdown_M
esg_specific,n_filers,-121.4679523683109,37.252921769744646,183.00263081951488,0.26476978589728734
esg_arm,n_filers,27.555011586680937,9.366562589804694,38.64000136206691,0.23801464615765128
esg_specific,log_shares,-0.3996198444790026,0.4488915252153591,0.24001785774941758,0.0
esg_arm,log_shares,-0.0038081517014905,0.085255451706325,0.12876491296805564,0.0
