outcome,control_pool,split,att_early,se_early,att_late,se_late,decay,se,z,p_value,supported
n_filers,matched_cem,2022Q1,33.4560233624382,10.056492224480834,21.371716120875764,15.032117187558674,-12.084307241562438,18.08583929491635,-0.6681640284705588,0.5040288942965814,False
log_shares,matched_cem,2022Q1,0.05752143013684168,0.05763162412634613,-0.07147055271117429,0.14971291915056228,-0.12899198284801597,0.1604224493642434,-0.8040768817532281,0.42135257506125645,False
